,text,is_question,label,first_word,indexed_start,question_start,last_four_chars,ends_with_ks,contains_ks,lower_start,upper_start,contains_prompt_word,starts_with_prompt_word,single_word
214,7 le value of the root of the function f(x) =,1,tbd,7,0,0,x) =,0,0,0,0,0,0,0
1392,V) Outline the key concepts of Economics. (1 Marks),1,Yes,v),1,0,rks),1,1,0,1,0,0,0
146,(6mks),0,tbd,(6mks),0,0,mks),1,1,0,0,0,0,1
540,Viruses are not considered rks living organisms by all,0,no,viruses,0,0, all,0,0,0,1,0,0,0
818,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
1013,It was a sunny day in Paris. The painting was a masterpiece of color and emotion.,0,No,it,0,0,ion.,0,0,0,1,0,0,0
932,Music has a way of bringing people together. They went for a long hike in the mountains.,0,No,music,0,0,ins.,0,0,0,1,0,0,0
87,She enjoys reading books in her free time. He cooked a delicious meal for dinner.,0,No,she,0,0,ner.,0,0,0,1,0,0,0
1631,20) Describe an important concept in Health Education and its significance. (9 marks),1,yes,20),0,0,rks),1,1,0,0,1,1,0
275,The painting was a masterpiece of color and emotion. Technology is evolving at a rapid pace.,0,No,the,0,0,ace.,0,0,0,1,0,0,0
1169,Religious conflicts have shaped political landscapes historically rks,0,no,religious,0,0, rks,0,0,0,1,0,0,0
1452,Music has a way of bringing people together. The cat sat on the mat.,0,No,music,0,0,mat.,0,0,0,1,0,0,0
1112,Faith practices can vary significantly across denominations mks,0,no,faith,0,0, mks,0,0,0,1,0,0,0
1633,78. Analyze the key concepts of Mathematics. (4 Marks),1,Yes,78.,1,0,rks),1,1,0,0,1,1,0
635,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1242,XCIX) Analyze the key concepts of Science. (4 Marks),1,Yes,xcix),0,0,rks),1,1,0,1,1,1,0
1691,DSA 8105: FUNDAMENTAL CONCEPTS IN a,0,tbd,dsa,0,0,IN a,0,0,0,1,0,0,0
922,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
1241,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1043,j) Describe the key concepts of History. (10 Marks),1,Yes,j),1,0,rks),1,1,1,0,1,1,0
509,¢) Outline the lessons that Christians learn from the above parable. (6mks),1,tbd,¢),0,0,mks),1,1,0,0,0,0,0
276,Technology is evolving at a rapid pace. They went for a long hike in the mountains.,0,No,technology,0,0,ins.,0,0,0,1,0,0,0
1205,15. Analyze the key concepts of Mathematics. (1 Marks),1,Yes,15.,1,0,rks),1,1,0,0,1,1,0
1605,He cooked a delicious meal for dinner. They went for a long hike in the mountains.,0,No,he,0,0,ins.,0,0,0,1,0,0,0
366,He cooked a delicious meal for dinner. Music has a way of bringing people together.,0,No,he,0,0,her.,0,0,0,1,0,0,0
1461,84) Describe an important concept in Mathematics and its significance. (5 marks),1,yes,84),0,0,rks),1,1,0,0,1,1,0
627,XXXIII) Discuss the key concepts of Literature. (1 Marks),1,Yes,xxxiii),0,0,rks),1,1,0,1,1,1,0
2,87. Define the key concepts of History. (2 Marks),1,Yes,87.,1,0,rks),1,1,0,0,1,1,0
6,He cooked a delicious meal for dinner. The cat sat on the mat.,0,No,he,0,0,mat.,0,0,0,1,0,0,0
1008,t) Outline the key concepts of Geography. (3 Marks),1,Yes,t),1,0,rks),1,1,1,0,0,0,0
314,State two effects of the Land Enclosure System in Britain during the Agrarian,1,tbd,state,0,0,rian,0,0,0,1,0,0,0
1225,(b) The price elasticity of demand _0.45 in the long run. Why would the demand for crude oil be price in the short-run and (3 Marks),1,tbd,(b),1,0,rks),1,1,0,0,1,0,0
933,4. Compare the key concepts of Science. (10 Marks),1,Yes,4.,1,0,rks),1,1,0,0,1,1,0
670,XLVII) Describe the key concepts of History. (4 Marks),1,Yes,xlvii),0,0,rks),1,1,0,1,1,1,0
368,41) Describe an important concept in Sociology and its significance. (7 marks),1,yes,41),0,0,rks),1,1,0,0,1,1,0
1781,m) Outline the key concepts of Biology. (3 Marks),1,Yes,m),1,0,rks),1,1,1,0,0,0,0
218,* |dentify two education commissions in Kenya since independence. (2:marks),1,tbd,*,0,0,rks),1,1,0,0,0,0,0
1747,118. Compare the key concepts of Science. (2 Marks),1,Yes,118.,1,0,rks),1,1,0,0,1,1,0
27,Yo of deaths from lifestyle diseases occur in low- and middle-,0,tbd,yo,0,0,dle-,0,0,0,1,0,0,0
1581,c) In what ways do Christians demonstrate the fruit of generosity? (6 Marks),1,tbd,c),1,0,rks),1,1,1,0,1,0,0
529,Give two features of the political organizations which were formed in Kenya before 1939. (2 marks),1,tbd,give,0,0,rks),1,1,0,1,1,1,0
1659,163. Explain the key concepts of Science. (2 Marks),1,Yes,163.,1,0,rks),1,1,0,0,1,1,0
953,Mathematical proofs are crucial for verifying truths ks,0,no,mathematical,0,0,s ks,0,0,0,1,0,0,0
643,He cooked a delicious meal for dinner. He cooked a delicious meal for dinner.,0,No,he,0,0,ner.,0,0,0,1,0,0,0
305,The painting was a masterpiece of color and emotion. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
725,1p,0,tbd,1p,0,0,1p,0,0,0,0,0,0,1
697,181. Discuss the key concepts of Literature. (1 Marks),1,Yes,181.,1,0,rks),1,1,0,0,1,1,0
1725,189. Compare the key concepts of History. (2 Marks),1,Yes,189.,1,0,rks),1,1,0,0,1,1,0
1231,She enjoys reading books in her free time. The cat sat on the mat.,0,No,she,0,0,mat.,0,0,0,1,0,0,0
629,He cooked a delicious meal for dinner. The cat sat on the mat.,0,No,he,0,0,mat.,0,0,0,1,0,0,0
7,Page 1 of 4,0,tbd,page,0,0,of 4,0,0,0,1,0,0,0
259,2. Define the key concepts of Science. (8 Marks),1,Yes,2.,1,0,rks),1,1,0,0,1,1,0
810,. Outline two reasons w hy U nited States of America did not join the First World War until 1917. (2marks),1,tbd,.,0,0,rks),1,1,0,0,0,0,0
25,Describe Photosynthesis converts solar energy into chemical energy rks,0,no,describe,0,0, rks,0,0,0,1,1,1,0
339,Ancient Egyptians developed one of the first writing systems ks),0,no,ancient,0,0, ks),1,1,0,1,0,0,0
577,It was a sunny day in Paris. She enjoys reading books in her free time.,0,No,it,0,0,ime.,0,0,0,1,0,0,0
48,52. Describe the key concepts of Biology. (10 Marks),1,Yes,52.,1,0,rks),1,1,0,0,1,1,0
1339,"II) You deposit KES10, 000 at the beginning of every year for the next 10 years",1,tbd,ii),0,0,ears,0,0,0,1,0,0,0
108,Ibs This examination consists of FIVE questions. 2s Answer Question ONE (COMPULSORY) and any other Two ques e,0,tbd,ibs,0,0,es e,0,0,0,1,0,0,0
352,i) Describe the key concepts of Economics. (7 Marks),1,Yes,i),1,0,rks),1,1,1,0,1,1,0
57,They went for a long hike in the mountains. It was a sunny day in Paris.,0,No,they,0,0,ris.,0,0,0,1,0,0,0
241,The speed of light is constant in vacuum mks),0,no,the,0,0,mks),1,1,0,1,0,0,0
216,LIX) Summarize the key concepts of Science. (10 Marks),1,Yes,lix),0,0,rks),1,1,0,1,0,0,0
122,She enjoys reading books in her free time. Music has a way of bringing people together.,0,No,she,0,0,her.,0,0,0,1,0,0,0
1139,XC) Explain the key concepts of History. (1 Marks),1,Yes,xc),0,0,rks),1,1,0,1,1,1,0
1037,The cat sat on the mat. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
800,He cooked a delicious meal for dinner. Music has a way of bringing people together.,0,No,he,0,0,her.,0,0,0,1,0,0,0
74,Page 1 of 3 + sistand2 (6mks),0,tbd,page,0,0,mks),1,1,0,1,0,0,0
929,"©) Give reasons why the birth of a child is celebrated in modern sociely, (6mks)",1,tbd,©),0,0,mks),1,1,0,0,1,1,0
819,She enjoys reading books in her free time. Music has a way of bringing people together.,0,No,she,0,0,her.,0,0,0,1,0,0,0
1563,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
79,47) Describe an important concept in Philosophy and its significance. (4 marks),1,yes,47),0,0,rks),1,1,0,0,1,1,0
951,38) Describe an important concept in History and its significance. (5 marks),1,yes,38),0,0,rks),1,1,0,0,1,1,0
1304,t) Describe the key concepts of Physics. (3 Marks),1,Yes,t),1,0,rks),1,1,1,0,1,1,0
46,13. Define the key concepts of Economics. (8 Marks),1,Yes,13.,1,0,rks),1,1,0,0,1,1,0
1518,Black holes are regions of space ks) with strong gravity,0,no,black,0,0,vity,0,1,0,1,0,0,0
527,Page 1 of 3,0,tbd,page,0,0,of 3,0,0,0,1,0,0,0
235,The painting was a masterpiece of color and emotion. He cooked a delicious meal for dinner.,0,No,the,0,0,ner.,0,0,0,1,0,0,0
649,"Geometry involves studying shapes, sizes, and their properties mks)",0,no,geometry,0,0,mks),1,1,0,1,0,0,0
1330,92) Describe an important concept in Accounting and its significance. (5 marks),1,yes,92),0,0,rks),1,1,0,0,1,1,0
1366,She enjoys reading books in her free time. The cat sat on the mat.,0,No,she,0,0,mat.,0,0,0,1,0,0,0
1086,The Silk Road ks) was a critical commerce network,0,no,the,0,0,work,0,1,0,1,0,0,0
537,Ancient Egyptians developed one of the first ks) writing systems,0,no,ancient,0,0,tems,0,1,0,1,0,0,0
1565,1) Describe an important concept in Accounting and its significance. (5 marks),1,yes,1),0,0,rks),1,1,0,0,1,1,0
1367,69) Describe an important concept in Philosophy and its significance. (7 marks),1,yes,69),0,0,rks),1,1,0,0,1,1,0
608,s) Analyze the key concepts of Physics. (6 Marks),1,Yes,s),1,0,rks),1,1,1,0,1,1,0
469,SECTION A: Attempt ALL questions in this section,0,tbd,section,0,0,tion,0,0,0,1,0,0,0
1541,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
795,Music has a way of bringing people together. He cooked a delicious meal for dinner.,0,No,music,0,0,ner.,0,0,0,1,0,0,0
1535,UNIVERSITY,0,tbd,university,0,0,SITY,0,0,0,1,0,0,1
1269,"Highlight two negative effects of the trans-Saharan trade, (marks)",1,tbd,highlight,0,0,rks),1,1,0,1,0,0,0
1206,Music has a way of bringing people together. It was a sunny day in Paris.,0,No,music,0,0,ris.,0,0,0,1,0,0,0
62,UNIVERSITY,0,tbd,university,0,0,SITY,0,0,0,1,0,0,1
1184,ks) Photosynthesis converts solar energy into chemical energy,0,no,ks),0,0,ergy,0,1,1,0,0,0,0
1722,He cooked a delicious meal for dinner. It was a sunny day in Paris.,0,No,he,0,0,ris.,0,0,0,1,0,0,0
94,She enjoys reading books in her free time. He cooked a delicious meal for dinner.,0,No,she,0,0,ner.,0,0,0,1,0,0,0
671,Time: 2.5 Hours,0,tbd,time:,0,0,ours,0,0,0,1,0,0,0
992,X) Define the key concepts of Economics. (7 Marks),1,Yes,x),1,0,rks),1,1,0,1,1,1,0
1682,Ancient Egyptians developed one of mks the first writing systems,0,no,ancient,0,0,tems,0,0,0,1,0,0,0
197,h) Compare the key concepts of Literature. (1 Marks),1,Yes,h),1,0,rks),1,1,1,0,1,1,0
283,It was a sunny day in Paris. The cat sat on the mat.,0,No,it,0,0,mat.,0,0,0,1,0,0,0
701,The painting was a masterpiece of color and emotion. They went for a long hike in the mountains.,0,No,the,0,0,ins.,0,0,0,1,0,0,0
997,Strathmore,0,tbd,strathmore,0,0,more,0,0,0,1,0,0,1
363,DSA 8304 Risk Management Analytics,0,tbd,dsa,0,0,tics,0,0,0,1,0,0,0
1568,17. Summarize the key concepts of Biology. (7 Marks),1,Yes,17.,1,0,rks),1,1,0,0,0,0,0
523,The Roman Empire influenced modern governmental structures mks,0,no,the,0,0, mks,0,0,0,1,0,0,0
1301,96) Describe an important concept in Economics and its significance. (5 marks),1,yes,96),0,0,rks),1,1,0,0,1,1,0
1212,46. Explain the key concepts of Geography. (7 Marks),1,Yes,46.,1,0,rks),1,1,0,0,1,1,0
1364,122. Summarize the key concepts of History. (1 Marks),1,Yes,122.,1,0,rks),1,1,0,0,0,0,0
1627,(b) Table 3 shows the quantity and price of bread and butter produced in country Z between 2009 and 2013. le 3: Price and quantity of bread and butter produced in country z hat onlv bree here applicable):,1,tbd,(b),1,0,le):,0,0,0,0,1,0,0
854,The painting was a masterpiece of color and emotion. The cat sat on the mat.,0,No,the,0,0,mat.,0,0,0,1,0,0,0
185,SPECIAL/SUPPLEMENTARY EXAMS 2020/2021 FOR FIRST YEAR EXAMINATIONS FOR,0,tbd,special/supplementary,0,0, FOR,0,0,0,1,0,0,0
1236,The speed of light is constant in vacuum mks),0,no,the,0,0,mks),1,1,0,1,0,0,0
1797,175. Analyze the key concepts of Economics. (8 Marks),1,Yes,175.,1,0,rks),1,1,0,0,1,1,0
112,31. Explain the key concepts of Economics. (4 Marks),1,Yes,31.,1,0,rks),1,1,0,0,1,1,0
1109,"Critically assess the benefits and criticisms of regulatory frameworks for banks and insurance companies. Use contemporary examples to illustrate your points and focus on the effects of recent changes in regulatory expectations, such as the increased focus on individual accountability and documentation. (8 marks)",1,Yes,critically,0,0,rks),1,1,0,1,1,0,0
1342,He cooked a delicious meal for dinner. It was a sunny day in Paris.,0,No,he,0,0,ris.,0,0,0,1,0,0,0
1113,She enjoys reading books in her free time. He cooked a delicious meal for dinner.,0,No,she,0,0,ner.,0,0,0,1,0,0,0
43,63) Describe an important concept in Geography and its significance. (8 marks),1,yes,63),0,0,rks),1,1,0,0,1,1,0
753,106. Compare the key concepts of Physics. (6 Marks),1,Yes,106.,1,0,rks),1,1,0,0,1,1,0
127,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
207,(6 Marks),0,tbd,(6,0,0,rks),1,1,0,0,0,0,0
1315,Gravity affects the mks motion of objects on Earth,0,no,gravity,0,0,arth,0,0,0,1,0,0,0
54,SECTION B: Answer any TWO questions in this section,0,tbd,section,0,0,tion,0,0,0,1,0,0,0
1409,[15 marks],0,tbd,[15,0,0,rks],1,1,0,0,0,0,0
549,Statistics helps in making decisions based on data rks),0,no,statistics,0,0,rks),1,1,0,1,0,0,0
70,41. Analyze the key concepts of Science. (5 Marks),1,Yes,41.,1,0,rks),1,1,0,0,1,1,0
1101,"5) Risk identification forms the foundation of comprehensive risk management. Given the evolution of risks in the modern global context, including technological, environmental, and geopolitical risks, traditional risk identification methods may need to be supplemented or rethought.",1,yes,5),0,0,ght.,0,0,0,0,1,0,0
1756,130. Discuss the key concepts of Science. (8 Marks),1,Yes,130.,1,0,rks),1,1,0,0,1,1,0
511,Technology is evolving at a rapid pace. The painting was a masterpiece of color and emotion.,0,No,technology,0,0,ion.,0,0,0,1,0,0,0
1401,Gravity affects the motion of objects on Earth ks,0,no,gravity,0,0,h ks,0,0,0,1,0,0,0
332,Information related to Physics that does not ask for a response.,0,no,information,0,0,nse.,0,0,0,1,1,0,0
1054,Technology is evolving at a rapid pace. Technology is evolving at a rapid pace.,0,No,technology,0,0,ace.,0,0,0,1,0,0,0
186,"“Paul” and “John” respectively, Explain the following (8 marks)",1,tbd,“paul”,0,0,rks),1,1,0,0,1,0,0
139,ae y ne’ lical stories of creation it in Biblical creation ies given to human beings by (a mks),0,tbd,ae,0,0,mks),1,1,1,0,1,0,0
906,l) Analyze the key concepts of Science. (8 Marks),1,Yes,l),1,0,rks),1,1,1,0,1,1,0
803,The painting was a masterpiece of color and emotion. The painting was a masterpiece of color and emotion.,0,No,the,0,0,ion.,0,0,0,1,0,0,0
134,He cooked a delicious meal for dinner. It was a sunny day in Paris.,0,No,he,0,0,ris.,0,0,0,1,0,0,0
82,Music has a way of bringing people together. He cooked a delicious meal for dinner.,0,No,music,0,0,ner.,0,0,0,1,0,0,0
1458,The painting was a masterpiece of color and emotion. The painting was a masterpiece of color and emotion.,0,No,the,0,0,ion.,0,0,0,1,0,0,0
545,VI) Analyze the key concepts of Biology. (9 Marks),1,Yes,vi),0,0,rks),1,1,0,1,1,1,0
1676,ATIONAL TECHNIQUES IN DATA SCIENCE,0,tbd,ational,0,0,ENCE,0,0,0,1,0,0,0
990,QUESTiICN THREE,0,tbd,questiicn,0,0,HREE,0,0,0,1,0,0,0
167,u) Compare the key concepts of Science. (9 Marks),1,Yes,u),1,0,rks),1,1,1,0,1,1,0
251,c) How do Christians in Kenya show respect for places of worship? (6 mks),1,tbd,c),1,0,mks),1,1,1,0,1,1,0
450,"(. Using a in a pseudo code and a flowchart, write a solution of a problem to calculate the area of a circle using the formula area = J) r°, where JI=3.14 and r is radius. (6 Marks)",1,tbd,(.,0,0,rks),1,1,0,0,1,0,0
1047,¥il Adonis} one estou way aries werent allowed to wow cnsu crops m Kenge lore 1224-0 te),0,tbd,¥il,0,0, te),0,0,0,0,1,0,0
865,OF MATHEMATICAL SCIENCES,0,tbd,of,0,0,NCES,0,0,0,1,0,0,0
1103,Technology is evolving at a rapid pace. Music has a way of bringing people together.,0,No,technology,0,0,her.,0,0,0,1,0,0,0
99,c) How do Christians in Kenya demonstrate their faith in God? (7 mks),1,yes,c),1,0,mks),1,1,1,0,1,1,0
1782,LXXXII) Discuss the key concepts of Literature. (8 Marks),1,Yes,lxxxii),0,0,rks),1,1,0,1,1,1,0
744,They went for a long hike in the mountains. Technology is evolving at a rapid pace.,0,No,they,0,0,ace.,0,0,0,1,0,0,0
1140,elastic in the long run than in the short run? Briefly explain.,1,tbd,elastic,0,0,ain.,0,0,1,0,1,0,0
104,Technology is evolving at a rapid pace. The cat sat on the mat.,0,No,technology,0,0,mat.,0,0,0,1,0,0,0
438,Ecosystems depend on balancing competing species interactions mks,0,no,ecosystems,0,0, mks,0,0,0,1,0,0,0
76,(4 Marks),1,tbd,(4,0,0,rks),1,1,0,0,0,0,0
1622,General statement about Astronomy with no specific question or query.,0,no,general,0,0,ery.,0,0,0,1,0,0,0
1094,56. Discuss the key concepts of Economics. (4 Marks),1,Yes,56.,1,0,rks),1,1,0,0,1,1,0
925,f) Analyze the key concepts of Biology. (4 Marks),1,Yes,f),1,0,rks),1,1,1,0,1,1,0
1554,Instructions,0,tbd,instructions,0,0,ions,0,0,0,1,0,0,1
1752,They went for a long hike in the mountains. It was a sunny day in Paris.,0,No,they,0,0,ris.,0,0,0,1,0,0,0
1559,LXV) Define the key concepts of Science. (4 Marks),1,Yes,lxv),0,0,rks),1,1,0,1,1,1,0
769,elastic in the long run than in the short run? Briefly explain.,1,tbd,elastic,0,0,ain.,0,0,1,0,1,0,0
996,p) Describe the key concepts of History. (5 Marks),1,Yes,p),1,0,rks),1,1,1,0,1,1,0
392,QUESTION TWO,0,tbd,question,0,1, TWO,0,0,0,1,0,0,0
238,ii) The government introduces a tax on ice cream which is paid by producers. What is the effect in the ice cream market? (3 Marks),1,tbd,ii),1,0,rks),1,1,1,0,1,0,0
270,d) Describe the key concepts of Geography. (3 Marks),1,Yes,d),1,0,rks),1,1,1,0,1,1,0
1081,50. Explain the key concepts of History. (10 Marks),1,Yes,50.,1,0,rks),1,1,0,0,1,1,0
119,f) Discuss the key concepts of Mathematics. (7 Marks),1,Yes,f),1,0,rks),1,1,1,0,1,1,0
1456,The speed of light is constant in vacuum ks,0,no,the,0,0,m ks,0,0,0,1,0,0,0
678,C) Analyze the key concepts of Geography. (1 Marks),1,Yes,c),1,0,rks),1,1,0,1,1,1,0
252,"Geometry ks) involves studying shapes, sizes, and their properties",0,no,geometry,0,0,ties,0,1,0,1,0,0,0
1455,XLII) Summarize the key concepts of Mathematics. (2 Marks),1,Yes,xlii),0,0,rks),1,1,0,1,0,0,0
96,STRATHMORE INSTITUTE OF MATHEMATICAL SCIENCES,0,tbd,strathmore,0,0,NCES,0,0,0,1,0,0,0
33,g) Define the key concepts of History. (8 Marks),1,Yes,g),1,0,rks),1,1,1,0,1,1,0
1325,"(0) , npute the area of acircle and to compute perimeter of a circle, (11. Marks)",1,tbd,(0),0,0,rks),1,1,0,0,0,0,0
1515,48. Analyze the key concepts of Physics. (5 Marks),1,Yes,48.,1,0,rks),1,1,0,0,1,1,0
452,TERM 1 2024,0,tbd,term,0,0,2024,0,0,0,1,0,0,0
723,He cooked a delicious meal for dinner. He cooked a delicious meal for dinner.,0,No,he,0,0,ner.,0,0,0,1,0,0,0
1497,The cat sat on the mat. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
1688,(3 Marks),0,tbd,(3,0,0,rks),1,1,0,0,0,0,0
0,143. Describe the key concepts of Mathematics. (3 Marks),1,Yes,143.,1,0,rks),1,1,0,0,1,1,0
1244,"October, 2022 Time: 3 hours ——————— / any",0,tbd,"october,",0,0, any,0,0,0,1,0,0,0
84,Christian teachings often emphasize mks forgiveness and redemption,0,no,christian,0,0,tion,0,0,0,1,1,0,0
1683,He cooked a delicious meal for dinner. The painting was a masterpiece of color and emotion.,0,No,he,0,0,ion.,0,0,0,1,0,0,0
681,6. a) List eight places used for worship in Traditional African communities. (8 mks),1,tbd,6.,1,0,mks),1,1,0,0,0,0,0
1313,Algebra is rks essential for solving equations and inequalities,0,no,algebra,0,0,ties,0,0,0,1,0,0,0
1053,42. Explain the key concepts of Physics. (5 Marks),1,Yes,42.,1,0,rks),1,1,0,0,1,1,0
777,Briefly explain. (3 Marks),0,tbd,briefly,0,0,rks),1,1,0,1,1,0,0
1107,164. Describe the key concepts of Biology. (2 Marks),1,Yes,164.,1,0,rks),1,1,0,0,1,1,0
1176,"(0) , npute the area of acircle and to compute perimeter of a circle,",0,tbd,(0),0,0,"cle,",0,0,0,0,0,0,0
1433,"c) Explain the program structure of a C program, giving relevant examples using the program in Q1 (b). (5 Marks)",1,tbd,c),1,0,rks),1,1,1,0,1,1,0
1348,Biblical prophets conveyed ks) messages from God to people,0,no,biblical,0,0,ople,0,1,0,1,0,0,0
408,They went for a long hike in the mountains. It was a sunny day in Paris.,0,No,they,0,0,ris.,0,0,0,1,0,0,0
1567,MASTER OF SCIENCE IN DATA SCIENCE AND ANALYTICS,0,tbd,master,0,0,TICS,0,0,0,1,0,0,0
1178,XIX) Explain the key concepts of Geography. (1 Marks),1,Yes,xix),0,0,rks),1,1,0,1,1,1,0
106,61) Describe an important concept in Economics and its significance. (9 marks),1,yes,61),0,0,rks),1,1,0,0,1,1,0
694,XCI) Outline the key concepts of Literature. (10 Marks),1,Yes,xci),0,0,rks),1,1,0,1,0,0,0
1183,Gravity affects ks) the motion of objects on Earth,0,no,gravity,0,0,arth,0,1,0,1,0,0,0
833,Answer Question ONE (COMPULSORY) and any other TWO questions.,0,tbd,answer,0,0,ons.,0,0,0,1,0,0,0
64,Quantum mechanics explores particles at the smallest scales ks),0,no,quantum,0,0, ks),1,1,0,1,0,0,0
859,The painting was a masterpiece of color and emotion. They went for a long hike in the mountains.,0,No,the,0,0,ins.,0,0,0,1,0,0,0
1595,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
226,121. Discuss the key concepts of Science. (9 Marks),1,Yes,121.,1,0,rks),1,1,0,0,1,1,0
147,"2. a) Describe the transfiguration of Jesus ay recorded in Luke 9:28 — 37, ” (4mks)",1,tbd,2.,1,0,mks),1,1,0,0,1,0,0
1095,He cooked a delicious meal for dinner. He cooked a delicious meal for dinner.,0,No,he,0,0,ner.,0,0,0,1,0,0,0
377,LXXIX) Describe the key concepts of Physics. (3 Marks),1,Yes,lxxix),0,0,rks),1,1,0,1,1,1,0
1284,2. State one military alliance that was formed by European nations before the First World War. (Imark),1,tbd,2.,1,0,ark),0,0,0,0,0,0,0
1653,rks The speed of light is constant in vacuum,0,no,rks,0,0,cuum,0,0,1,0,0,0,0
1353,He cooked a delicious meal for dinner. It was a sunny day in Paris.,0,No,he,0,0,ris.,0,0,0,1,0,0,0
1655,An interesting fact about Psychology without a request for further explanation.,0,no,an,0,0,ion.,0,0,0,1,0,0,0
1154,It was a sunny day in Paris. He cooked a delicious meal for dinner.,0,No,it,0,0,ner.,0,0,0,1,0,0,0
9,"(a) Giving examples for each, classify the SEX known addictive drugs and their mode of intake [10Mks]",1,tbd,(a),1,0,Mks],1,1,0,0,0,0,0
453,LIII) Explain the key concepts of Mathematics. (3 Marks),1,Yes,liii),0,0,rks),1,1,0,1,1,1,0
715,Moral codes from religions influence societal mks laws,0,no,moral,0,0,laws,0,0,0,1,0,0,0
258,QUESTION ONE (20 MARKS),0,tbd,question,0,1,RKS),0,0,0,1,0,0,0
889,The painting was a masterpiece of color and emotion. They went for a long hike in the mountains.,0,No,the,0,0,ins.,0,0,0,1,0,0,0
393,Christian teachings often mks emphasize forgiveness and redemption,0,no,christian,0,0,tion,0,0,0,1,1,0,0
915,c) Why should Christians in Kenya take care of the environment (5 mks),1,yes,c),1,0,mks),1,1,1,0,1,1,0
931,b) Explain the characteristics of a covenant. (5 mks),1,yes,b),1,0,mks),1,1,1,0,1,1,0
1547,STRATHMORE INSTITUTE OF MATHEMATICAL SCIENCES (SIMS),0,tbd,strathmore,0,0,IMS),0,0,0,1,0,0,0
1610,1p,0,tbd,1p,0,0,1p,0,0,0,0,0,0,1
464,XCII) Describe the key concepts of Economics. (2 Marks),1,Yes,xcii),0,0,rks),1,1,0,1,1,1,0
1153,World War II reshaped global mks power dynamics significantly,0,no,world,0,0,ntly,0,0,0,1,0,0,0
965,101. Describe the key concepts of Physics. (10 Marks),1,Yes,101.,1,0,rks),1,1,0,0,1,1,0
505,Technology is evolving at a rapid pace. Music has a way of bringing people together.,0,No,technology,0,0,her.,0,0,0,1,0,0,0
746,"Examine the importance of data quality in risk analytics, discuss the potential impact of incomplete or incorrect data on risk prediction models, and propose strategies for mitigating these issues. (4 marks)",1,tbd,examine,0,0,rks),1,1,0,1,1,0,0
1673,The painting was a masterpiece of color and emotion. She enjoys reading books in her free time.,0,No,the,0,0,ime.,0,0,0,1,0,0,0
875,If so why? {2 marks},1,tbd,if,0,0,rks},1,1,0,1,1,0,0
738,XXXVIII) Discuss the key concepts of Science. (7 Marks),1,Yes,xxxviii),0,0,rks),1,1,0,1,1,1,0
543,Black holes are regions rks of space with strong gravity,0,no,black,0,0,vity,0,0,0,1,0,0,0
703,LV) Define the key concepts of History. (10 Marks),1,Yes,lv),0,0,rks),1,1,0,1,1,1,0
1260,FACULTY OF APPLIED SCIENCES AND TECHNOLOGY,0,tbd,faculty,0,0,LOGY,0,0,0,1,0,0,0
1245,Music has a way of bringing people together. They went for a long hike in the mountains.,0,No,music,0,0,ins.,0,0,0,1,0,0,0
1038,They went for a long hike in the mountains. The cat sat on the mat.,0,No,they,0,0,mat.,0,0,0,1,0,0,0
376,c),0,tbd,c),0,0,c),0,0,1,0,0,0,1
672,c) List eight moral values that Christians can acquire from the life of prophet Jeremiah. (8 mks),1,tbd,c),1,0,mks),1,1,1,0,0,0,0
1382,80) Describe an important concept in Psychology and its significance. (9 marks),1,yes,80),0,0,rks),1,1,0,0,1,1,0
360,XXV) Analyze the key concepts of Mathematics. (2 Marks),1,Yes,xxv),0,0,rks),1,1,0,1,1,1,0
974,XI) Define the key concepts of Mathematics. (10 Marks),1,Yes,xi),0,0,rks),1,1,0,1,1,1,0
790,QUESTION 2 [20 MARKS] a) Explain the three concepts used in structured programming. (9 Marks),1,tbd,question,0,1,rks),1,1,0,1,1,0,0
742,a) Explain the key concepts of Biology. (6 Marks),1,Yes,a),1,0,rks),1,1,1,0,1,1,0
1042,She enjoys reading books in her free time. The painting was a masterpiece of color and emotion.,0,No,she,0,0,ion.,0,0,0,1,0,0,0
977,(6 mks),0,tbd,(6,0,0,mks),1,1,0,0,0,0,0
1381,72. Summarize the key concepts of Mathematics. (10 Marks),1,Yes,72.,1,0,rks),1,1,0,0,0,0,0
1346,37. Outline the key concepts of Mathematics. (7 Marks),1,Yes,37.,1,0,rks),1,1,0,0,0,0,0
